============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.20-p003_1
  Generated on:           Sep 06 2020  12:01:04 pm
  Module:                 vlc_phy_fec
  Technology libraries:   tcb018gbwp7ttc 270
                          physical_cells 
  Operating conditions:   NCCOM 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                         Instance                                                                Module                        Cell Count   Cell Area   Net Area    Total Area 
              MULTIPLIER                                                                   rs_multiplier_WORD_LENGTH8_MULT_CONSTANT253_TEST_M         304    36105.834     0.000     36105.834 
                MULT_LUT                                                                   rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT253            304    36105.834     0.000     36105.834 
                  mux_mt_8[253][i]_2340_2                                                  mux_515                                                      8    31174.009     0.000     31174.009 
                  ctl_i_51_31                                                              case_box_238                                               296     4931.826     0.000      4931.826 
              OUTPUT_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                mux_q_27_12                                                                bmux_46                                                      8      243.547     0.000       243.547 
              mux_w_dff_selector_51_41                                                     bmux_46                                                      8      243.547     0.000       243.547 
              ADDER                                                                        rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                g1                                                                         xor_op_232                                                   8      121.773     0.000       121.773 
            GEN_RS_REMAINDER[11].RS_REMAINDER                                              rs_remainder_unit_WORD_LENGTH8_MULT_CONSTANT228_TE         336    37140.909     0.000     37140.909 
              MULTIPLIER                                                                   rs_multiplier_WORD_LENGTH8_MULT_CONSTANT228_TEST_M         304    36105.834     0.000     36105.834 
                MULT_LUT                                                                   rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT228            304    36105.834     0.000     36105.834 
                  mux_mt_8[228][i]_2340_2                                                  mux_515                                                      8    31174.009     0.000     31174.009 
                  ctl_i_51_31                                                              case_box_245                                               296     4931.826     0.000      4931.826 
              OUTPUT_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                mux_q_27_12                                                                bmux_46                                                      8      243.547     0.000       243.547 
              mux_w_dff_selector_51_41                                                     bmux_46                                                      8      243.547     0.000       243.547 
              ADDER                                                                        rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                g1                                                                         xor_op_232                                                   8      121.773     0.000       121.773 
            GEN_RS_REMAINDER[10].RS_REMAINDER                                              rs_remainder_unit_WORD_LENGTH8_MULT_CONSTANT148_TE         336    37140.909     0.000     37140.909 
              MULTIPLIER                                                                   rs_multiplier_WORD_LENGTH8_MULT_CONSTANT148_TEST_M         304    36105.834     0.000     36105.834 
                MULT_LUT                                                                   rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT148            304    36105.834     0.000     36105.834 
                  mux_mt_8[148][i]_2340_2                                                  mux_515                                                      8    31174.009     0.000     31174.009 
                  ctl_i_51_31                                                              case_box_244                                               296     4931.826     0.000      4931.826 
              OUTPUT_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                mux_q_27_12                                                                bmux_46                                                      8      243.547     0.000       243.547 
              mux_w_dff_selector_51_41                                                     bmux_46                                                      8      243.547     0.000       243.547 
              ADDER                                                                        rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                g1                                                                         xor_op_232                                                   8      121.773     0.000       121.773 
            GEN_RS_REMAINDER[9].RS_REMAINDER                                               rs_remainder_unit_WORD_LENGTH8_MULT_CONSTANT47_TES         336    37140.909     0.000     37140.909 
              MULTIPLIER                                                                   rs_multiplier_WORD_LENGTH8_MULT_CONSTANT47_TEST_MO         304    36105.834     0.000     36105.834 
                MULT_LUT                                                                   rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT47             304    36105.834     0.000     36105.834 
                  mux_mt_8[47][i]_2340_2                                                   mux_515                                                      8    31174.009     0.000     31174.009 
                  ctl_i_51_31                                                              case_box_243                                               296     4931.826     0.000      4931.826 
              OUTPUT_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                mux_q_27_12                                                                bmux_46                                                      8      243.547     0.000       243.547 
              mux_w_dff_selector_51_41                                                     bmux_46                                                      8      243.547     0.000       243.547 
              ADDER                                                                        rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                g1                                                                         xor_op_232                                                   8      121.773     0.000       121.773 
            GEN_RS_REMAINDER[8].RS_REMAINDER                                               rs_remainder_unit_WORD_LENGTH8_MULT_CONSTANT179_TE         336    37140.909     0.000     37140.909 
              MULTIPLIER                                                                   rs_multiplier_WORD_LENGTH8_MULT_CONSTANT179_TEST_M         304    36105.834     0.000     36105.834 
                MULT_LUT                                                                   rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT179            304    36105.834     0.000     36105.834 
                  mux_mt_8[179][i]_2340_2                                                  mux_515                                                      8    31174.009     0.000     31174.009 
                  ctl_i_51_31                                                              case_box_242                                               296     4931.826     0.000      4931.826 
              OUTPUT_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                mux_q_27_12                                                                bmux_46                                                      8      243.547     0.000       243.547 
              mux_w_dff_selector_51_41                                                     bmux_46                                                      8      243.547     0.000       243.547 
              ADDER                                                                        rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                g1                                                                         xor_op_232                                                   8      121.773     0.000       121.773 
            GEN_RS_REMAINDER[7].RS_REMAINDER                                               rs_remainder_unit_WORD_LENGTH8_MULT_CONSTANT185_TE         336    37140.909     0.000     37140.909 
              MULTIPLIER                                                                   rs_multiplier_WORD_LENGTH8_MULT_CONSTANT185_TEST_M         304    36105.834     0.000     36105.834 
                MULT_LUT                                                                   rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT185            304    36105.834     0.000     36105.834 
                  mux_mt_8[185][i]_2340_2                                                  mux_515                                                      8    31174.009     0.000     31174.009 
                  ctl_i_51_31                                                              case_box_241                                               296     4931.826     0.000      4931.826 
              OUTPUT_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                mux_q_27_12                                                                bmux_46                                                      8      243.547     0.000       243.547 
              mux_w_dff_selector_51_41                                                     bmux_46                                                      8      243.547     0.000       243.547 
              ADDER                                                                        rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                g1                                                                         xor_op_232                                                   8      121.773     0.000       121.773 
            GEN_RS_REMAINDER[6].RS_REMAINDER                                               rs_remainder_unit_WORD_LENGTH8_MULT_CONSTANT24_TES         336    37140.909     0.000     37140.909 
              MULTIPLIER                                                                   rs_multiplier_WORD_LENGTH8_MULT_CONSTANT24_TEST_MO         304    36105.834     0.000     36105.834 
                MULT_LUT                                                                   rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT24             304    36105.834     0.000     36105.834 
                  mux_mt_8[24][i]_2340_2                                                   mux_515                                                      8    31174.009     0.000     31174.009 
                  ctl_i_51_31                                                              case_box_240                                               296     4931.826     0.000      4931.826 
              OUTPUT_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                mux_q_27_12                                                                bmux_46                                                      8      243.547     0.000       243.547 
              mux_w_dff_selector_51_41                                                     bmux_46                                                      8      243.547     0.000       243.547 
              ADDER                                                                        rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                g1                                                                         xor_op_232                                                   8      121.773     0.000       121.773 
            GEN_RS_REMAINDER[5].RS_REMAINDER                                               rs_remainder_unit_WORD_LENGTH8_MULT_CONSTANT138_TE         336    37140.909     0.000     37140.909 
              MULTIPLIER                                                                   rs_multiplier_WORD_LENGTH8_MULT_CONSTANT138_TEST_M         304    36105.834     0.000     36105.834 
                MULT_LUT                                                                   rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT138            304    36105.834     0.000     36105.834 
                  mux_mt_8[138][i]_2340_2                                                  mux_515                                                      8    31174.009     0.000     31174.009 
                  ctl_i_51_31                                                              case_box_239                                               296     4931.826     0.000      4931.826 
              OUTPUT_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                mux_q_27_12                                                                bmux_46                                                      8      243.547     0.000       243.547 
              mux_w_dff_selector_51_41                                                     bmux_46                                                      8      243.547     0.000       243.547 
              ADDER                                                                        rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                g1                                                                         xor_op_232                                                   8      121.773     0.000       121.773 
            GEN_RS_REMAINDER[4].RS_REMAINDER                                               rs_remainder_unit_WORD_LENGTH8_MULT_CONSTANT253_TE         336    37140.909     0.000     37140.909 
              MULTIPLIER                                                                   rs_multiplier_WORD_LENGTH8_MULT_CONSTANT253_TEST_M         304    36105.834     0.000     36105.834 
                MULT_LUT                                                                   rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT253            304    36105.834     0.000     36105.834 
                  mux_mt_8[253][i]_2340_2                                                  mux_515                                                      8    31174.009     0.000     31174.009 
                  ctl_i_51_31                                                              case_box_238                                               296     4931.826     0.000      4931.826 
              OUTPUT_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                mux_q_27_12                                                                bmux_46                                                      8      243.547     0.000       243.547 
              mux_w_dff_selector_51_41                                                     bmux_46                                                      8      243.547     0.000       243.547 
              ADDER                                                                        rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                g1                                                                         xor_op_232                                                   8      121.773     0.000       121.773 
            GEN_RS_REMAINDER[3].RS_REMAINDER                                               rs_remainder_unit_WORD_LENGTH8_MULT_CONSTANT20_TES         336    37140.909     0.000     37140.909 
              MULTIPLIER                                                                   rs_multiplier_WORD_LENGTH8_MULT_CONSTANT20_TEST_MO         304    36105.834     0.000     36105.834 
                MULT_LUT                                                                   rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT20             304    36105.834     0.000     36105.834 
                  mux_mt_8[20][i]_2340_2                                                   mux_515                                                      8    31174.009     0.000     31174.009 
                  ctl_i_51_31                                                              case_box_237                                               296     4931.826     0.000      4931.826 
              OUTPUT_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                mux_q_27_12                                                                bmux_46                                                      8      243.547     0.000       243.547 
              mux_w_dff_selector_51_41                                                     bmux_46                                                      8      243.547     0.000       243.547 
              ADDER                                                                        rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                g1                                                                         xor_op_232                                                   8      121.773     0.000       121.773 
            GEN_RS_REMAINDER[2].RS_REMAINDER                                               rs_remainder_unit_WORD_LENGTH8_MULT_CONSTANT142_TE         336    37140.909     0.000     37140.909 
              MULTIPLIER                                                                   rs_multiplier_WORD_LENGTH8_MULT_CONSTANT142_TEST_M         304    36105.834     0.000     36105.834 
                MULT_LUT                                                                   rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT142            304    36105.834     0.000     36105.834 
                  mux_mt_8[142][i]_2340_2                                                  mux_515                                                      8    31174.009     0.000     31174.009 
                  ctl_i_51_31                                                              case_box_236                                               296     4931.826     0.000      4931.826 
              OUTPUT_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                mux_q_27_12                                                                bmux_46                                                      8      243.547     0.000       243.547 
              mux_w_dff_selector_51_41                                                     bmux_46                                                      8      243.547     0.000       243.547 
              ADDER                                                                        rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                g1                                                                         xor_op_232                                                   8      121.773     0.000       121.773 
            GEN_RS_REMAINDER[1].RS_REMAINDER                                               rs_remainder_unit_WORD_LENGTH8_MULT_CONSTANT55_TES         336    37140.909     0.000     37140.909 
              MULTIPLIER                                                                   rs_multiplier_WORD_LENGTH8_MULT_CONSTANT55_TEST_MO         304    36105.834     0.000     36105.834 
                MULT_LUT                                                                   rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT55             304    36105.834     0.000     36105.834 
                  mux_mt_8[55][i]_2340_2                                                   mux_515                                                      8    31174.009     0.000     31174.009 
                  ctl_i_51_31                                                              case_box_235                                               296     4931.826     0.000      4931.826 
              OUTPUT_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                mux_q_27_12                                                                bmux_46                                                      8      243.547     0.000       243.547 
              mux_w_dff_selector_51_41                                                     bmux_46                                                      8      243.547     0.000       243.547 
              ADDER                                                                        rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                g1                                                                         xor_op_232                                                   8      121.773     0.000       121.773 
            GEN_RS_REMAINDER[0].RS_REMAINDER                                               rs_remainder_unit_WORD_LENGTH8_MULT_CONSTANT172_TE         336    37140.909     0.000     37140.909 
              MULTIPLIER                                                                   rs_multiplier_WORD_LENGTH8_MULT_CONSTANT172_TEST_M         304    36105.834     0.000     36105.834 
                MULT_LUT                                                                   rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT172            304    36105.834     0.000     36105.834 
                  mux_mt_8[172][i]_2340_2                                                  mux_515                                                      8    31174.009     0.000     31174.009 
                  ctl_i_51_31                                                              case_box_234                                               296     4931.826     0.000      4931.826 
              OUTPUT_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                mux_q_27_12                                                                bmux_46                                                      8      243.547     0.000       243.547 
              mux_w_dff_selector_51_41                                                     bmux_46                                                      8      243.547     0.000       243.547 
              ADDER                                                                        rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                g1                                                                         xor_op_232                                                   8      121.773     0.000       121.773 
            FST_MULTIPLIER                                                                 rs_multiplier_WORD_LENGTH8_MULT_CONSTANT88_TEST_MO         304    36105.834     0.000     36105.834 
              MULT_LUT                                                                     rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT88             304    36105.834     0.000     36105.834 
                mux_mt_8[88][i]_2340_2                                                     mux_515                                                      8    31174.009     0.000     31174.009 
                ctl_i_51_31                                                                case_box_233                                               296     4931.826     0.000      4931.826 
            FST_ASYCN_DFF                                                                  async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
              mux_q_27_12                                                                  bmux_46                                                      8      243.547     0.000       243.547 
            mux_o_symbol_436_56                                                            bmux_46                                                      8      243.547     0.000       243.547 
            mux_w_fst_multiplier_selector_413_69                                           bmux_46                                                      8      243.547     0.000       243.547 
            mux_w_feedback_403_61                                                          bmux_46                                                      8      243.547     0.000       243.547 
            END_ADDER                                                                      rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
              g1                                                                           xor_op_232                                                   8      121.773     0.000       121.773 
          rs_CONTROL                                                                       rs_encoder_control_N64_WORD_LENGTH8_TWO_TIMES_T32          271     7610.842     0.000      7610.842 
            mux_r_counter_213_9                                                            bmux_508                                                     6      730.641     0.000       730.641 
            mux_r_counter_277_20                                                           mux_481                                                      5      380.542     0.000       380.542 
            mux_r_state_213_9                                                              bmux_128                                                     3      365.320     0.000       365.320 
            mux_r_state_230_18                                                             mux_126                                                      3      319.655     0.000       319.655 
            mux_cmbsop_o_end_codeword_301_14                                               mux_114                                                      3      273.990     0.000       273.990 
            mux_o_valid_301_14                                                             mux_114                                                      3      273.990     0.000       273.990 
            add_238_31                                                                     add_unsigned_473                                            22      258.769     0.000       258.769 
            ctl_301_44                                                                     case_box_214                                                15      205.493     0.000       205.493 
            mux_r_counter_208_11                                                           bmux_7                                                       6      182.660     0.000       182.660 
            mux_r_counter_230_18                                                           bmux_7                                                       6      182.660     0.000       182.660 
            mux_r_counter_245_24                                                           bmux_7                                                       6      182.660     0.000       182.660 
            mux_r_counter_253_29                                                           bmux_7                                                       6      182.660     0.000       182.660 
            ctl_277_39                                                                     case_box_199                                                13      175.049     0.000       175.049 
            ctl_277_20                                                                     case_box_198                                                13      175.049     0.000       175.049 
            mux_r_counter_218_51                                                           bmux_476                                                     5      152.217     0.000       152.217 
            mux_r_counter_219_26                                                           bmux_476                                                     5      152.217     0.000       152.217 
            ctl_r_state_301_14                                                             case_box_205                                                10      129.384     0.000       129.384 
            mux_r_state_208_11                                                             bmux_100                                                     3       91.330     0.000        91.330 
            mux_r_state_231_41                                                             bmux_100                                                     3       91.330     0.000        91.330 
            mux_o_in_ready_301_14                                                          mux_117                                                      1       91.330     0.000        91.330 
            mux_o_stall_301_14                                                             mux_117                                                      1       91.330     0.000        91.330 
            mux_o_start_codeword_301_14                                                    mux_117                                                      1       91.330     0.000        91.330 
            mux_r_state_265_20                                                             bmux_100                                                     3       91.330     0.000        91.330 
            mux_r_state_267_23                                                             bmux_100                                                     3       91.330     0.000        91.330 
            mux_r_ready_277_20                                                             mux_99                                                       1       76.108     0.000        76.108 
            mux_r_state_277_20                                                             bmux_92                                                      2       60.887     0.000        60.887 
            mux_r_state_279_52                                                             bmux_92                                                      2       60.887     0.000        60.887 
            mux_r_state_218_51                                                             bmux_92                                                      2       60.887     0.000        60.887 
            mux_r_state_224_52                                                             bmux_92                                                      2       60.887     0.000        60.887 
            mux_o_valid_301_41                                                             mux_108                                                      1       45.665     0.000        45.665 
            mux_r_ready_213_9                                                              mux_108                                                      1       45.665     0.000        45.665 
            mux_o_start_codeword_301_43                                                    mux_51                                                       1       30.443     0.000        30.443 
            mux_r_valid_208_11                                                             bmux                                                         1       30.443     0.000        30.443 
            mux_r_valid_213_9                                                              mux_51                                                       1       30.443     0.000        30.443 
            mux_r_valid_230_18                                                             bmux                                                         1       30.443     0.000        30.443 
            mux_r_valid_242_21                                                             bmux                                                         1       30.443     0.000        30.443 
            mux_r_valid_231_41                                                             bmux                                                         1       30.443     0.000        30.443 
            mux_r_ready_218_51                                                             bmux                                                         1       30.443     0.000        30.443 
            mux_r_ready_219_26                                                             bmux                                                         1       30.443     0.000        30.443 
            mux_r_state_281_36                                                             bmux                                                         1       30.443     0.000        30.443 
          INPUT_ASYNC_DFF                                                                  async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
            mux_q_27_12                                                                    bmux_46                                                      8      243.547     0.000       243.547 
          mux_w_dff_selector_108_43                                                        bmux_46                                                      8      243.547     0.000       243.547 
          STALL_ASYNC_DFF                                                                  async_dff_WORD_LENGTH1                                       2       83.719     0.000        83.719 
            mux_q_27_12                                                                    bmux                                                         1       30.443     0.000        30.443 
      RS_15_2                                                                              rs_codec_N15_K2_RS_GF2_MODE0_TEST_MODE0                    993    34857.656     0.000     34857.656 
        GEN_ENCODER.ENCODER_INST                                                           rs_encoder_N15_K2_RS_GF2_TEST_MODE0                        993    34857.656     0.000     34857.656 
          rs_PROCESS_UNIT                                                                  rs_encoder_unit_WORD_LENGTH4_TWO_TIMES_T13                 737    27954.623     0.000     27954.623 
            GEN_RS_REMAINDER[11].RS_REMAINDER                                              rs_remainder_unit_WORD_LENGTH4_MULT_CONSTANT4_TEST          56     2131.036     0.000      2131.036 
              MULTIPLIER                                                                   rs_multiplier_WORD_LENGTH4_MULT_CONSTANT4_TEST_MOD          40     1613.499     0.000      1613.499 
                MULT_LUT                                                                   rs_multiplier_lut_WORD_LENGTH4_MULT_CONSTANT4               40     1613.499     0.000      1613.499 
                  mux_mt_4[4][i]_2092_2                                                    mux_130                                                      4      974.188     0.000       974.188 
                  ctl_i_39_31                                                              case_box_54                                                 36      639.311     0.000       639.311 
              OUTPUT_ASYNC_DFF                                                             async_dff_WORD_LENGTH4                                       8      334.877     0.000       334.877 
                mux_q_27_12                                                                bmux_60                                                      4      121.773     0.000       121.773 
              mux_w_dff_selector_51_41                                                     bmux_60                                                      4      121.773     0.000       121.773 
              ADDER                                                                        rs_adder_WORD_LENGTH4_TEST_MODE0                             4       60.887     0.000        60.887 
                g1                                                                         xor_op                                                       4       60.887     0.000        60.887 
            GEN_RS_REMAINDER[10].RS_REMAINDER                                              rs_remainder_unit_WORD_LENGTH4_MULT_CONSTANT12_TES          56     2131.036     0.000      2131.036 
              MULTIPLIER                                                                   rs_multiplier_WORD_LENGTH4_MULT_CONSTANT12_TEST_MO          40     1613.499     0.000      1613.499 
                MULT_LUT                                                                   rs_multiplier_lut_WORD_LENGTH4_MULT_CONSTANT12              40     1613.499     0.000      1613.499 
                  mux_mt_4[12][i]_2092_2                                                   mux_130                                                      4      974.188     0.000       974.188 
                  ctl_i_39_31                                                              case_box_56                                                 36      639.311     0.000       639.311 
              OUTPUT_ASYNC_DFF                                                             async_dff_WORD_LENGTH4                                       8      334.877     0.000       334.877 
                mux_q_27_12                                                                bmux_60                                                      4      121.773     0.000       121.773 
              mux_w_dff_selector_51_41                                                     bmux_60                                                      4      121.773     0.000       121.773 
              ADDER                                                                        rs_adder_WORD_LENGTH4_TEST_MODE0                             4       60.887     0.000        60.887 
                g1                                                                         xor_op                                                       4       60.887     0.000        60.887 
            GEN_RS_REMAINDER[9].RS_REMAINDER                                               rs_remainder_unit_WORD_LENGTH4_MULT_CONSTANT12_TES          56     2131.036     0.000      2131.036 
              MULTIPLIER                                                                   rs_multiplier_WORD_LENGTH4_MULT_CONSTANT12_TEST_MO          40     1613.499     0.000      1613.499 
                MULT_LUT                                                                   rs_multiplier_lut_WORD_LENGTH4_MULT_CONSTANT12              40     1613.499     0.000      1613.499 
                  mux_mt_4[12][i]_2092_2                                                   mux_130                                                      4      974.188     0.000       974.188 
                  ctl_i_39_31                                                              case_box_56                                                 36      639.311     0.000       639.311 
              OUTPUT_ASYNC_DFF                                                             async_dff_WORD_LENGTH4                                       8      334.877     0.000       334.877 
                mux_q_27_12                                                                bmux_60                                                      4      121.773     0.000       121.773 
              mux_w_dff_selector_51_41                                                     bmux_60                                                      4      121.773     0.000       121.773 
              ADDER                                                                        rs_adder_WORD_LENGTH4_TEST_MODE0                             4       60.887     0.000        60.887 
                g1                                                                         xor_op                                                       4       60.887     0.000        60.887 
            GEN_RS_REMAINDER[8].RS_REMAINDER                                               rs_remainder_unit_WORD_LENGTH4_MULT_CONSTANT13_TES          56     2131.036     0.000      2131.036 
              MULTIPLIER                                                                   rs_multiplier_WORD_LENGTH4_MULT_CONSTANT13_TEST_MO          40     1613.499     0.000      1613.499 
                MULT_LUT                                                                   rs_multiplier_lut_WORD_LENGTH4_MULT_CONSTANT13              40     1613.499     0.000      1613.499 
                  mux_mt_4[13][i]_2092_2                                                   mux_130                                                      4      974.188     0.000       974.188 
                  ctl_i_39_31                                                              case_box_53                                                 36      639.311     0.000       639.311 
              OUTPUT_ASYNC_DFF                                                             async_dff_WORD_LENGTH4                                       8      334.877     0.000       334.877 
                mux_q_27_12                                                                bmux_60                                                      4      121.773     0.000       121.773 
              mux_w_dff_selector_51_41                                                     bmux_60                                                      4      121.773     0.000       121.773 
              ADDER                                                                        rs_adder_WORD_LENGTH4_TEST_MODE0                             4       60.887     0.000        60.887 
                g1                                                                         xor_op                                                       4       60.887     0.000        60.887 
            GEN_RS_REMAINDER[7].RS_REMAINDER                                               rs_remainder_unit_WORD_LENGTH4_MULT_CONSTANT9_TEST          56     2131.036     0.000      2131.036 
              MULTIPLIER                                                                   rs_multiplier_WORD_LENGTH4_MULT_CONSTANT9_TEST_MOD          40     1613.499     0.000      1613.499 
                MULT_LUT                                                                   rs_multiplier_lut_WORD_LENGTH4_MULT_CONSTANT9               40     1613.499     0.000      1613.499 
                  mux_mt_4[9][i]_2092_2                                                    mux_130                                                      4      974.188     0.000       974.188 
                  ctl_i_39_31                                                              case_box_55                                                 36      639.311     0.000       639.311 
              OUTPUT_ASYNC_DFF                                                             async_dff_WORD_LENGTH4                                       8      334.877     0.000       334.877 
