============================================================
  Generated by:           Genus(TM) Synthesis Solution 17.20-p003_1
  Generated on:           Sep 06 2020  12:01:04 pm
  Module:                 vlc_phy_fec
  Technology libraries:   tcb018gbwp7ttc 270
                          physical_cells 
  Operating conditions:   NCCOM 
  Interconnect mode:      global
  Area mode:              physical library
============================================================

                                         Instance                                                                Module                        Cell Count   Cell Area   Net Area    Total Area 
                  g1                                                                       xor_op_232                                                   8      121.773     0.000       121.773 
              GEN_RS_SYNDROME_UNIT[13].RS_SYNDROME_SUBUNIT_INST                            rs_syndrome_subunit_WORD_LENGTH8_I13_TEST_MODE0            360    38054.210     0.000     38054.210 
                MULTIPLIER                                                                 rs_multiplier_WORD_LENGTH8_MULT_CONSTANT135_TEST_M         304    36105.834     0.000     36105.834 
                  MULT_LUT                                                                 rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT135            304    36105.834     0.000     36105.834 
                    mux_mt_8[135][i]_2340_2                                                mux_515                                                      8    31174.009     0.000     31174.009 
                    ctl_i_51_31                                                            case_box_10240                                             296     4931.826     0.000      4931.826 
                OUTPUT_ASYNC_DFF                                                           async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                LOOP_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_end_adder_selector_42_60                                             bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_d_flop_loop_selector_56_52                                           bmux_46                                                      8      243.547     0.000       243.547 
                END_ADDER                                                                  rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                  g1                                                                       xor_op_232                                                   8      121.773     0.000       121.773 
              GEN_RS_SYNDROME_UNIT[12].RS_SYNDROME_SUBUNIT_INST                            rs_syndrome_subunit_WORD_LENGTH8_I12_TEST_MODE0            360    38054.210     0.000     38054.210 
                MULTIPLIER                                                                 rs_multiplier_WORD_LENGTH8_MULT_CONSTANT205_TEST_M         304    36105.834     0.000     36105.834 
                  MULT_LUT                                                                 rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT205            304    36105.834     0.000     36105.834 
                    mux_mt_8[205][i]_2340_2                                                mux_515                                                      8    31174.009     0.000     31174.009 
                    ctl_i_51_31                                                            case_box_10239                                             296     4931.826     0.000      4931.826 
                OUTPUT_ASYNC_DFF                                                           async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                LOOP_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_end_adder_selector_42_60                                             bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_d_flop_loop_selector_56_52                                           bmux_46                                                      8      243.547     0.000       243.547 
                END_ADDER                                                                  rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                  g1                                                                       xor_op_232                                                   8      121.773     0.000       121.773 
              GEN_RS_SYNDROME_UNIT[11].RS_SYNDROME_SUBUNIT_INST                            rs_syndrome_subunit_WORD_LENGTH8_I11_TEST_MODE0            360    38054.210     0.000     38054.210 
                MULTIPLIER                                                                 rs_multiplier_WORD_LENGTH8_MULT_CONSTANT232_TEST_M         304    36105.834     0.000     36105.834 
                  MULT_LUT                                                                 rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT232            304    36105.834     0.000     36105.834 
                    mux_mt_8[232][i]_2340_2                                                mux_515                                                      8    31174.009     0.000     31174.009 
                    ctl_i_51_31                                                            case_box_10238                                             296     4931.826     0.000      4931.826 
                OUTPUT_ASYNC_DFF                                                           async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                LOOP_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_end_adder_selector_42_60                                             bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_d_flop_loop_selector_56_52                                           bmux_46                                                      8      243.547     0.000       243.547 
                END_ADDER                                                                  rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                  g1                                                                       xor_op_232                                                   8      121.773     0.000       121.773 
              GEN_RS_SYNDROME_UNIT[10].RS_SYNDROME_SUBUNIT_INST                            rs_syndrome_subunit_WORD_LENGTH8_I10_TEST_MODE0            360    38054.210     0.000     38054.210 
                MULTIPLIER                                                                 rs_multiplier_WORD_LENGTH8_MULT_CONSTANT116_TEST_M         304    36105.834     0.000     36105.834 
                  MULT_LUT                                                                 rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT116            304    36105.834     0.000     36105.834 
                    mux_mt_8[116][i]_2340_2                                                mux_515                                                      8    31174.009     0.000     31174.009 
                    ctl_i_51_31                                                            case_box_261                                               296     4931.826     0.000      4931.826 
                OUTPUT_ASYNC_DFF                                                           async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                LOOP_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_end_adder_selector_42_60                                             bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_d_flop_loop_selector_56_52                                           bmux_46                                                      8      243.547     0.000       243.547 
                END_ADDER                                                                  rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                  g1                                                                       xor_op_232                                                   8      121.773     0.000       121.773 
              GEN_RS_SYNDROME_UNIT[9].RS_SYNDROME_SUBUNIT_INST                             rs_syndrome_subunit_WORD_LENGTH8_I9_TEST_MODE0             360    38054.210     0.000     38054.210 
                MULTIPLIER                                                                 rs_multiplier_WORD_LENGTH8_MULT_CONSTANT58_TEST_MO         304    36105.834     0.000     36105.834 
                  MULT_LUT                                                                 rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT58             304    36105.834     0.000     36105.834 
                    mux_mt_8[58][i]_2340_2                                                 mux_515                                                      8    31174.009     0.000     31174.009 
                    ctl_i_51_31                                                            case_box_10237                                             296     4931.826     0.000      4931.826 
                OUTPUT_ASYNC_DFF                                                           async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                LOOP_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_end_adder_selector_42_60                                             bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_d_flop_loop_selector_56_52                                           bmux_46                                                      8      243.547     0.000       243.547 
                END_ADDER                                                                  rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                  g1                                                                       xor_op_232                                                   8      121.773     0.000       121.773 
              GEN_RS_SYNDROME_UNIT[8].RS_SYNDROME_SUBUNIT_INST                             rs_syndrome_subunit_WORD_LENGTH8_I8_TEST_MODE0             360    38054.210     0.000     38054.210 
                MULTIPLIER                                                                 rs_multiplier_WORD_LENGTH8_MULT_CONSTANT29_TEST_MO         304    36105.834     0.000     36105.834 
                  MULT_LUT                                                                 rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT29             304    36105.834     0.000     36105.834 
                    mux_mt_8[29][i]_2340_2                                                 mux_515                                                      8    31174.009     0.000     31174.009 
                    ctl_i_51_31                                                            case_box_10236                                             296     4931.826     0.000      4931.826 
                OUTPUT_ASYNC_DFF                                                           async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                LOOP_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_end_adder_selector_42_60                                             bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_d_flop_loop_selector_56_52                                           bmux_46                                                      8      243.547     0.000       243.547 
                END_ADDER                                                                  rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                  g1                                                                       xor_op_232                                                   8      121.773     0.000       121.773 
              GEN_RS_SYNDROME_UNIT[7].RS_SYNDROME_SUBUNIT_INST                             rs_syndrome_subunit_WORD_LENGTH8_I7_TEST_MODE0             360    38054.210     0.000     38054.210 
                MULTIPLIER                                                                 rs_multiplier_WORD_LENGTH8_MULT_CONSTANT128_TEST_M         304    36105.834     0.000     36105.834 
                  MULT_LUT                                                                 rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT128            304    36105.834     0.000     36105.834 
                    mux_mt_8[128][i]_2340_2                                                mux_515                                                      8    31174.009     0.000     31174.009 
                    ctl_i_51_31                                                            case_box_10235                                             296     4931.826     0.000      4931.826 
                OUTPUT_ASYNC_DFF                                                           async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                LOOP_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_end_adder_selector_42_60                                             bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_d_flop_loop_selector_56_52                                           bmux_46                                                      8      243.547     0.000       243.547 
                END_ADDER                                                                  rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                  g1                                                                       xor_op_232                                                   8      121.773     0.000       121.773 
              GEN_RS_SYNDROME_UNIT[6].RS_SYNDROME_SUBUNIT_INST                             rs_syndrome_subunit_WORD_LENGTH8_I6_TEST_MODE0             360    38054.210     0.000     38054.210 
                MULTIPLIER                                                                 rs_multiplier_WORD_LENGTH8_MULT_CONSTANT64_TEST_MO         304    36105.834     0.000     36105.834 
                  MULT_LUT                                                                 rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT64             304    36105.834     0.000     36105.834 
                    mux_mt_8[64][i]_2340_2                                                 mux_515                                                      8    31174.009     0.000     31174.009 
                    ctl_i_51_31                                                            case_box_260                                               296     4931.826     0.000      4931.826 
                OUTPUT_ASYNC_DFF                                                           async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                LOOP_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_end_adder_selector_42_60                                             bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_d_flop_loop_selector_56_52                                           bmux_46                                                      8      243.547     0.000       243.547 
                END_ADDER                                                                  rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                  g1                                                                       xor_op_232                                                   8      121.773     0.000       121.773 
              GEN_RS_SYNDROME_UNIT[5].RS_SYNDROME_SUBUNIT_INST                             rs_syndrome_subunit_WORD_LENGTH8_I5_TEST_MODE0             360    38054.210     0.000     38054.210 
                MULTIPLIER                                                                 rs_multiplier_WORD_LENGTH8_MULT_CONSTANT32_TEST_MO         304    36105.834     0.000     36105.834 
                  MULT_LUT                                                                 rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT32             304    36105.834     0.000     36105.834 
                    mux_mt_8[32][i]_2340_2                                                 mux_515                                                      8    31174.009     0.000     31174.009 
                    ctl_i_51_31                                                            case_box_10234                                             296     4931.826     0.000      4931.826 
                OUTPUT_ASYNC_DFF                                                           async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                LOOP_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_end_adder_selector_42_60                                             bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_d_flop_loop_selector_56_52                                           bmux_46                                                      8      243.547     0.000       243.547 
                END_ADDER                                                                  rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                  g1                                                                       xor_op_232                                                   8      121.773     0.000       121.773 
              GEN_RS_SYNDROME_UNIT[4].RS_SYNDROME_SUBUNIT_INST                             rs_syndrome_subunit_WORD_LENGTH8_I4_TEST_MODE0             360    38054.210     0.000     38054.210 
                MULTIPLIER                                                                 rs_multiplier_WORD_LENGTH8_MULT_CONSTANT16_TEST_MO         304    36105.834     0.000     36105.834 
                  MULT_LUT                                                                 rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT16             304    36105.834     0.000     36105.834 
                    mux_mt_8[16][i]_2340_2                                                 mux_515                                                      8    31174.009     0.000     31174.009 
                    ctl_i_51_31                                                            case_box_255                                               296     4931.826     0.000      4931.826 
                OUTPUT_ASYNC_DFF                                                           async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                LOOP_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_end_adder_selector_42_60                                             bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_d_flop_loop_selector_56_52                                           bmux_46                                                      8      243.547     0.000       243.547 
                END_ADDER                                                                  rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                  g1                                                                       xor_op_232                                                   8      121.773     0.000       121.773 
              GEN_RS_SYNDROME_UNIT[3].RS_SYNDROME_SUBUNIT_INST                             rs_syndrome_subunit_WORD_LENGTH8_I3_TEST_MODE0             360    38054.210     0.000     38054.210 
                MULTIPLIER                                                                 rs_multiplier_WORD_LENGTH8_MULT_CONSTANT8_TEST_MOD         304    36105.834     0.000     36105.834 
                  MULT_LUT                                                                 rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT8              304    36105.834     0.000     36105.834 
                    mux_mt_8[8][i]_2340_2                                                  mux_515                                                      8    31174.009     0.000     31174.009 
                    ctl_i_51_31                                                            case_box_10233                                             296     4931.826     0.000      4931.826 
                OUTPUT_ASYNC_DFF                                                           async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                LOOP_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_end_adder_selector_42_60                                             bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_d_flop_loop_selector_56_52                                           bmux_46                                                      8      243.547     0.000       243.547 
                END_ADDER                                                                  rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                  g1                                                                       xor_op_232                                                   8      121.773     0.000       121.773 
              GEN_RS_SYNDROME_UNIT[2].RS_SYNDROME_SUBUNIT_INST                             rs_syndrome_subunit_WORD_LENGTH8_I2_TEST_MODE0             360    38054.210     0.000     38054.210 
                MULTIPLIER                                                                 rs_multiplier_WORD_LENGTH8_MULT_CONSTANT4_TEST_MOD         304    36105.834     0.000     36105.834 
                  MULT_LUT                                                                 rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT4              304    36105.834     0.000     36105.834 
                    mux_mt_8[4][i]_2340_2                                                  mux_515                                                      8    31174.009     0.000     31174.009 
                    ctl_i_51_31                                                            case_box_10232                                             296     4931.826     0.000      4931.826 
                OUTPUT_ASYNC_DFF                                                           async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                LOOP_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_end_adder_selector_42_60                                             bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_d_flop_loop_selector_56_52                                           bmux_46                                                      8      243.547     0.000       243.547 
                END_ADDER                                                                  rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                  g1                                                                       xor_op_232                                                   8      121.773     0.000       121.773 
              GEN_RS_SYNDROME_UNIT[1].RS_SYNDROME_SUBUNIT_INST                             rs_syndrome_subunit_WORD_LENGTH8_I1_TEST_MODE0             360    38054.210     0.000     38054.210 
                MULTIPLIER                                                                 rs_multiplier_WORD_LENGTH8_MULT_CONSTANT2_TEST_MOD         304    36105.834     0.000     36105.834 
                  MULT_LUT                                                                 rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT2              304    36105.834     0.000     36105.834 
                    mux_mt_8[2][i]_2340_2                                                  mux_515                                                      8    31174.009     0.000     31174.009 
                    ctl_i_51_31                                                            case_box_10231                                             296     4931.826     0.000      4931.826 
                OUTPUT_ASYNC_DFF                                                           async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                LOOP_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_end_adder_selector_42_60                                             bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_d_flop_loop_selector_56_52                                           bmux_46                                                      8      243.547     0.000       243.547 
                END_ADDER                                                                  rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                  g1                                                                       xor_op_232                                                   8      121.773     0.000       121.773 
              GEN_RS_SYNDROME_UNIT[0].RS_SYNDROME_SUBUNIT_INST                             rs_syndrome_subunit_WORD_LENGTH8_I0_TEST_MODE0             360    38054.210     0.000     38054.210 
                MULTIPLIER                                                                 rs_multiplier_WORD_LENGTH8_MULT_CONSTANT1_TEST_MOD         304    36105.834     0.000     36105.834 
                  MULT_LUT                                                                 rs_multiplier_lut_WORD_LENGTH8_MULT_CONSTANT1              304    36105.834     0.000     36105.834 
                    mux_mt_8[1][i]_2340_2                                                  mux_515                                                      8    31174.009     0.000     31174.009 
                    ctl_i_51_31                                                            case_box_10230                                             296     4931.826     0.000      4931.826 
                OUTPUT_ASYNC_DFF                                                           async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                LOOP_ASYNC_DFF                                                             async_dff_WORD_LENGTH8                                      16      669.754     0.000       669.754 
                  mux_q_27_12                                                              bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_end_adder_selector_42_60                                             bmux_46                                                      8      243.547     0.000       243.547 
                mux_w_d_flop_loop_selector_56_52                                           bmux_46                                                      8      243.547     0.000       243.547 
                END_ADDER                                                                  rs_adder_WORD_LENGTH8_TEST_MODE0                             8      121.773     0.000       121.773 
                  g1                                                                       xor_op_232                                                   8      121.773     0.000       121.773 
            RS_SYNDROME_CONTROL_INST                                                       rs_syndrome_control_N160_K128_WORD_LENGTH8_OUTPUT_         401     8851.409     0.000      8851.409 
              compute_number_of_symbols_326_61:mux_return_compute_number_of_symbols_171_21 bmux_2112                                                   31      943.744     0.000       943.744 
              mux_r_counter_185_18                                                         bmux_4372                                                    8      852.414     0.000       852.414 
              compute_number_of_symbols_326_61:sub_174_28                                  sub_unsigned_4336                                           64      837.193     0.000       837.193 
              ctl_224_38                                                                   case_box_10752                                              37      487.094     0.000       487.094 
              compute_number_of_symbols_326_61:lt_171_21                                   lt_unsigned_4334                                            37      471.872     0.000       471.872 
              lt_203_44                                                                    lt_unsigned_4358                                            33      410.985     0.000       410.985 
              add_206_56                                                                   add_unsigned_839                                            33      388.153     0.000       388.153 
              mux_r_state_185_18                                                           bmux_2162                                                    3      319.655     0.000       319.655 
              mux_cmbsop_o_error_261_14                                                    mux_126                                                      3      319.655     0.000       319.655 
              mux_r_state_224_38                                                           mux_126                                                      3      319.655     0.000       319.655 
              mux_r_counter_181_17                                                         bmux_46                                                      8      243.547     0.000       243.547 
              ctl_261_44                                                                   case_box_10761                                              17      235.936     0.000       235.936 
              mux_r_state_196_66                                                           mux_927                                                      3      228.325     0.000       228.325 
              mux_o_wr_symbol_261_14                                                       mux_2153                                                     2      213.104     0.000       213.104 
              ctl_301_70                                                                   case_box_10755                                              15      182.660     0.000       182.660 
              ctl_r_state_261_14                                                           case_box_10748                                              13      175.049     0.000       175.049 
              mux_o_stall_261_14                                                           mux_2142                                                     1      106.552     0.000       106.552 
              mux_o_valid_261_14                                                           mux_2142                                                     1      106.552     0.000       106.552 
              mux_w_o_in_ready_261_14                                                      mux_2142                                                     1      106.552     0.000       106.552 
              mux_r_state_181_17                                                           bmux_100                                                     3       91.330     0.000        91.330 
              mux_r_state_188_39                                                           bmux_100                                                     3       91.330     0.000        91.330 
              mux_o_wr_symbol_261_43                                                       mux_51                                                       1       30.443     0.000        30.443 
              mux_o_wr_symbol_301_70                                                       mux_51                                                       1       30.443     0.000        30.443 
              mux_r_counter_228_51                                                         bmux                                                         1       30.443     0.000        30.443 
              mux_r_state_215_64                                                           bmux                                                         1       30.443     0.000        30.443 
              mux_r_state_190_69                                                           bmux                                                         1       30.443     0.000        30.443 
          GEN_NO_PARITY_OUTPUT_FALSE.SYMBOL_FIFO_INST                                      reg_fifo_WORD_LENGTH8_NUM_OF_ELEMENTS482_O_FULL_MI        5809   299121.312     0.000    299121.312 
            mux_r_FIFO_DATA[r_RD_INDEX]_53_3                                               bmux_4424                                                    8    58694.814     0.000     58694.814 
            sub_80_40                                                                      sub_signed_4408                                             91     1217.735     0.000      1217.735 
            add_78_40                                                                      add_signed_4404                                             89     1202.513     0.000      1202.513 
            gte_113_46                                                                     geq_signed_4411                                             60      776.306     0.000       776.306 
            add_97_38                                                                      add_unsigned_4392                                           40      471.872     0.000       471.872 
            add_88_38                                                                      add_unsigned_4392                                           40      471.872     0.000       471.872 
            mux_r_FIFO_COUNT_70_14                                                         bmux_1358                                                   10      304.434     0.000       304.434 
            mux_r_FIFO_COUNT_77_27                                                         bmux_1358                                                   10      304.434     0.000       304.434 
            mux_r_WR_INDEX_70_14                                                           bmux_977                                                     9      273.990     0.000       273.990 
            mux_r_WR_INDEX_85_25                                                           bmux_977                                                     9      273.990     0.000       273.990 
            mux_r_RD_INDEX_70_14                                                           bmux_977                                                     9      273.990     0.000       273.990 
            mux_r_RD_INDEX_94_25                                                           bmux_977                                                     9      273.990     0.000       273.990 
            eq_112_36                                                                      equal_signed_4415                                           14      251.158     0.000       251.158 
            eq_114_36                                                                      equal_signed_4413                                           14      251.158     0.000       251.158 
            mux_w_FULL_MINUS_ONE_113_46                                                    bmux                                                         1       30.443     0.000        30.443 
            mux_w_FULL_112_36                                                              bmux                                                         1       30.443     0.000        30.443 
            mux_w_EMPTY_114_36                                                             bmux                                                         1       30.443     0.000        30.443 
          RS_BERLEKAMP_MASSEY_INST                                                         rs_berlekamp_massey_WORD_LENGTH8_TWO_TIMES_T32_TES        7192   190689.646     0.000    190689.646 
            RS_BERLEKAMP_MASSEY_UNIT_INST                                                  rs_berlekamp_massey_unit_WORD_LENGTH8_TWO_TIMES_T3        7074   187272.378     0.000    187272.378 
              DISCREPANCY_INVERTER                                                         rs_inverse_WORD_LENGTH8_TEST_MODE0                         304    36105.834     0.000     36105.834 
                mux_gp_inverse_8[i]_21_2                                                   mux_515                                                      8    31174.009     0.000     31174.009 
                ctl_i_66_33                                                                case_box_10375                                             296     4931.826     0.000      4931.826 
              SYNDROME_REGISTER_ARRAY                                                      config_dff_array_NUM_OF_ELEMENTS32_WORD_LENGTH8            512    21432.131     0.000     21432.131 
                mux_w_q[0]_33_20                                                           bmux_46                                                      8      243.547     0.000       243.547 
